Nutrient/Item,Reg_Prov,Sex,Age (years),n,DRI type,Prefix-EN,Percentage,SE,E flag,Ref value,Ref value unit_EN
Vitamin D,Prince Edward Island,Males and females combined,1 to 8 years,163,EAR,Below,89,2.1,,10,mcg/d
Vitamin D,Nova Scotia,Males and females combined,1 to 8 years,172,EAR,Below,93.4,1.3,,10,mcg/d
Vitamin D,New Brunswick,Males and females combined,1 to 8 years,145,EAR,Below,92.5,1.6,,10,mcg/d
Vitamin D,Quebec,Males and females combined,1 to 8 years,393,EAR,Below,92.3,1.1,,10,mcg/d
Vitamin D,Ontario,Males and females combined,1 to 8 years,449,EAR,Below,94.8,0.9,,10,mcg/d
Vitamin D,Manitoba,Males and females combined,1 to 8 years,194,EAR,Below,94,1.3,,10,mcg/d
Vitamin D,Saskatchewan,Males and females combined,1 to 8 years,222,EAR,Below,90.9,1.8,,10,mcg/d
Vitamin D,Alberta,Males and females combined,1 to 8 years,316,EAR,Below,94.8,1.2,,10,mcg/d
Vitamin D,British Columbia,Males and females combined,1 to 8 years,282,EAR,Below,94.9,1,,10,mcg/d
Calcium,Canada excluding territories,Males and females combined,9 to 18 years,3848,EAR,Below,66.2,1.4,,1100,mg/d
Calcium,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,EAR,Below,71.7,2.8,,1100,mg/d
Calcium,Prince Edward Island,Males and females combined,9 to 18 years,279,EAR,Below,64.9,2.8,,1100,mg/d
Calcium,Nova Scotia,Males and females combined,9 to 18 years,297,EAR,Below,67.4,3.4,,1100,mg/d
Calcium,New Brunswick,Males and females combined,9 to 18 years,279,EAR,Below,65.9,2.7,,1100,mg/d
Calcium,Quebec,Males and females combined,9 to 18 years,534,EAR,Below,60.9,2.4,,1100,mg/d
Calcium,Ontario,Males and females combined,9 to 18 years,719,EAR,Below,68.1,1.9,,1100,mg/d
Calcium,Manitoba,Males and females combined,9 to 18 years,272,EAR,Below,65.6,3,,1100,mg/d
Calcium,Saskatchewan,Males and females combined,9 to 18 years,292,EAR,Below,65.9,2.7,,1100,mg/d
Calcium,Alberta,Males and females combined,9 to 18 years,410,EAR,Below,69.8,3,,1100,mg/d
Calcium,British Columbia,Males and females combined,9 to 18 years,493,EAR,Below,65.1,2.3,,1100,mg/d
Folate,Canada excluding territories,Males and females combined,9 to 18 years,3848,EAR,Below,8.2,1.1,,,
Folate,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,EAR,Below,11,1.9,E,,
Folate,Prince Edward Island,Males and females combined,9 to 18 years,279,EAR,Below,11.7,1.9,,,
Folate,Nova Scotia,Males and females combined,9 to 18 years,297,EAR,Below,14.4,2.6,E,,
Folate,New Brunswick,Males and females combined,9 to 18 years,279,EAR,Below,9.8,1.9,E,,
Folate,Quebec,Males and females combined,9 to 18 years,534,EAR,Below,6.4,1.3,E,,
Folate,Ontario,Males and females combined,9 to 18 years,719,EAR,Below,7.6,1.3,E,,
Folate,Manitoba,Males and females combined,9 to 18 years,272,EAR,Below,8.8,1.5,E,,
Folate,Saskatchewan,Males and females combined,9 to 18 years,292,EAR,Below,10.5,1.6,,,
Folate,Alberta,Males and females combined,9 to 18 years,410,EAR,Below,11.2,1.8,,,
Folate,British Columbia,Males and females combined,9 to 18 years,493,EAR,Below,7.3,1.4,E,,
Magnesium,Canada excluding territories,Males and females combined,9 to 18 years,3848,EAR,Below,41.8,1.4,,,
Magnesium,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,EAR,Below,49,2.4,,,
Magnesium,Prince Edward Island,Males and females combined,9 to 18 years,279,EAR,Below,47.4,2.5,,,
Magnesium,Nova Scotia,Males and females combined,9 to 18 years,297,EAR,Below,49.7,2.5,,,
Magnesium,New Brunswick,Males and females combined,9 to 18 years,279,EAR,Below,46.9,2.5,,,
Magnesium,Quebec,Males and females combined,9 to 18 years,534,EAR,Below,37.8,1.9,,,
Magnesium,Ontario,Males and females combined,9 to 18 years,719,EAR,Below,42.2,1.9,,,
Magnesium,Manitoba,Males and females combined,9 to 18 years,272,EAR,Below,46.9,2.3,,,
Magnesium,Saskatchewan,Males and females combined,9 to 18 years,292,EAR,Below,44,2.4,,,
Magnesium,Alberta,Males and females combined,9 to 18 years,410,EAR,Below,45.6,2.5,,,
Magnesium,British Columbia,Males and females combined,9 to 18 years,493,EAR,Below,37.7,2.2,,,
Percentage of total energy intake from carbohydrates,Canada excluding territories,Males and females combined,9 to 18 years,3848,AMDR,Within,95.3,1.3,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,AMDR,Within,96.3,1.3,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Prince Edward Island,Males and females combined,9 to 18 years,279,AMDR,Within,93.7,1.8,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Nova Scotia,Males and females combined,9 to 18 years,297,AMDR,Within,96.1,1.5,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,New Brunswick,Males and females combined,9 to 18 years,279,AMDR,Within,96,1.6,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Quebec,Males and females combined,9 to 18 years,534,AMDR,Within,95,1.4,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Ontario,Males and females combined,9 to 18 years,719,AMDR,Within,95.8,1.4,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Manitoba,Males and females combined,9 to 18 years,272,AMDR,Within,95.9,1.5,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Saskatchewan,Males and females combined,9 to 18 years,292,AMDR,Within,92.3,1.9,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,Alberta,Males and females combined,9 to 18 years,410,AMDR,Within,94.2,1.9,,45 - 65,% of total energy intake
Percentage of total energy intake from carbohydrates,British Columbia,Males and females combined,9 to 18 years,493,AMDR,Within,95.3,1.4,,45 - 65,% of total energy intake
Percentage of total energy intake from fat,Canada excluding territories,Males and females combined,9 to 18 years,3848,AMDR,Within,80.6,2.5,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,AMDR,Within,79.9,3.1,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Prince Edward Island,Males and females combined,9 to 18 years,279,AMDR,Within,75.4,4.2,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Nova Scotia,Males and females combined,9 to 18 years,297,AMDR,Within,79.6,3.3,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,New Brunswick,Males and females combined,9 to 18 years,279,AMDR,Within,78,4.1,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Quebec,Males and females combined,9 to 18 years,534,AMDR,Within,77.9,2.9,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Ontario,Males and females combined,9 to 18 years,719,AMDR,Within,82.8,2.8,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Manitoba,Males and females combined,9 to 18 years,272,AMDR,Within,80.5,3.2,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Saskatchewan,Males and females combined,9 to 18 years,292,AMDR,Within,79.3,3.1,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,Alberta,Males and females combined,9 to 18 years,410,AMDR,Within,78.8,3,,20 - 35,% of total energy intake
Percentage of total energy intake from fat,British Columbia,Males and females combined,9 to 18 years,493,AMDR,Within,81.1,2.9,,20 - 35,% of total energy intake
Percentage of total energy intake from protein,Canada excluding territories,Males and females combined,9 to 18 years,3848,AMDR,Within,99.6,0.2,,10-30,% of total energy intake
Percentage of total energy intake from protein,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,AMDR,Within,99.4,0.4,,10-30,% of total energy intake
Percentage of total energy intake from protein,Prince Edward Island,Males and females combined,9 to 18 years,279,AMDR,Within,99.6,0.3,,10-30,% of total energy intake
Percentage of total energy intake from protein,Nova Scotia,Males and females combined,9 to 18 years,297,AMDR,Within,99.3,0.6,,10-30,% of total energy intake
Percentage of total energy intake from protein,New Brunswick,Males and females combined,9 to 18 years,279,AMDR,Within,99.4,0.4,,10-30,% of total energy intake
Percentage of total energy intake from protein,Quebec,Males and females combined,9 to 18 years,534,AMDR,Within,99.4,0.3,,10-30,% of total energy intake
Percentage of total energy intake from protein,Ontario,Males and females combined,9 to 18 years,719,AMDR,Within,99.8,0.2,,10-30,% of total energy intake
Percentage of total energy intake from protein,Manitoba,Males and females combined,9 to 18 years,272,AMDR,Within,99.5,0.3,,10-30,% of total energy intake
Percentage of total energy intake from protein,Saskatchewan,Males and females combined,9 to 18 years,292,AMDR,Within,99.8,0.2,,10-30,% of total energy intake
Percentage of total energy intake from protein,Alberta,Males and females combined,9 to 18 years,410,AMDR,Within,99.6,0.3,,10-30,% of total energy intake
Percentage of total energy intake from protein,British Columbia,Males and females combined,9 to 18 years,493,AMDR,Within,99.7,0.2,,10-30,% of total energy intake
Potassium,Canada excluding territories,Males and females combined,9 to 18 years,3848,AI,Above,48.8,1.7,,,
Potassium,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,AI,Above,47,3.5,,,
Potassium,Prince Edward Island,Males and females combined,9 to 18 years,279,AI,Above,47,3.5,,,
Potassium,Nova Scotia,Males and females combined,9 to 18 years,297,AI,Above,44.5,3.6,,,
Potassium,New Brunswick,Males and females combined,9 to 18 years,279,AI,Above,41,3.1,,,
Potassium,Quebec,Males and females combined,9 to 18 years,534,AI,Above,57.2,2.9,,,
Potassium,Ontario,Males and females combined,9 to 18 years,719,AI,Above,48.4,2.7,,,
Potassium,Manitoba,Males and females combined,9 to 18 years,272,AI,Above,42.4,3.3,,,
Potassium,Saskatchewan,Males and females combined,9 to 18 years,292,AI,Above,44.6,3.6,,,
Potassium,Alberta,Males and females combined,9 to 18 years,410,AI,Above,41.4,3.4,,,
Potassium,British Columbia,Males and females combined,9 to 18 years,493,AI,Above,48.4,2.7,,,
Sodium,Canada excluding territories,Males and females combined,9 to 18 years,3848,CDRR,Above,86.6,1.4,,,
Sodium,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,CDRR,Above,88.8,1.9,,,
Sodium,Prince Edward Island,Males and females combined,9 to 18 years,279,CDRR,Above,83.4,2,,,
Sodium,Nova Scotia,Males and females combined,9 to 18 years,297,CDRR,Above,83.2,2.5,,,
Sodium,New Brunswick,Males and females combined,9 to 18 years,279,CDRR,Above,85.2,2.3,,,
Sodium,Quebec,Males and females combined,9 to 18 years,534,CDRR,Above,89.7,1.7,,,
Sodium,Ontario,Males and females combined,9 to 18 years,719,CDRR,Above,85.8,1.8,,,
Sodium,Manitoba,Males and females combined,9 to 18 years,272,CDRR,Above,87.3,1.8,,,
Sodium,Saskatchewan,Males and females combined,9 to 18 years,292,CDRR,Above,87.6,1.8,,,
Sodium,Alberta,Males and females combined,9 to 18 years,410,CDRR,Above,84.1,2.2,,,
Sodium,British Columbia,Males and females combined,9 to 18 years,493,CDRR,Above,86.6,1.9,,,
Vitamin A,Canada excluding territories,Males and females combined,9 to 18 years,3848,EAR,Below,28.9,2,,,
Vitamin A,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,EAR,Below,43.5,3.4,,,
Vitamin A,Prince Edward Island,Males and females combined,9 to 18 years,279,EAR,Below,27.9,3.2,,,
Vitamin A,Nova Scotia,Males and females combined,9 to 18 years,297,EAR,Below,34,3.8,,,
Vitamin A,New Brunswick,Males and females combined,9 to 18 years,279,EAR,Below,31.6,3.6,,,
Vitamin A,Quebec,Males and females combined,9 to 18 years,534,EAR,Below,22.8,2.4,,,
Vitamin A,Ontario,Males and females combined,9 to 18 years,719,EAR,Below,30.2,2.6,,,
Vitamin A,Manitoba,Males and females combined,9 to 18 years,272,EAR,Below,33.1,3.7,,,
Vitamin A,Saskatchewan,Males and females combined,9 to 18 years,292,EAR,Below,30.8,3.5,,,
Vitamin A,Alberta,Males and females combined,9 to 18 years,410,EAR,Below,33,3.5,,,
Vitamin A,British Columbia,Males and females combined,9 to 18 years,493,EAR,Below,26.3,2.5,,,
Vitamin C,Canada excluding territories,Males and females combined,9 to 18 years,3848,EAR,Below,11.6,1.3,,,
Vitamin C,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,EAR,Below,10.7,1.8,E,,
Vitamin C,Prince Edward Island,Males and females combined,9 to 18 years,279,EAR,Below,18,2.5,,,
Vitamin C,Nova Scotia,Males and females combined,9 to 18 years,297,EAR,Below,17.2,2.5,,,
Vitamin C,New Brunswick,Males and females combined,9 to 18 years,279,EAR,Below,16.7,2.2,,,
Vitamin C,Quebec,Males and females combined,9 to 18 years,534,EAR,Below,7.2,1.3,E,,
Vitamin C,Ontario,Males and females combined,9 to 18 years,719,EAR,Below,10.5,1.5,,,
Vitamin C,Manitoba,Males and females combined,9 to 18 years,272,EAR,Below,16.8,2.2,,,
Vitamin C,Saskatchewan,Males and females combined,9 to 18 years,292,EAR,Below,18.6,2.8,,,
Vitamin C,Alberta,Males and females combined,9 to 18 years,410,EAR,Below,16.9,2.3,,,
Vitamin C,British Columbia,Males and females combined,9 to 18 years,493,EAR,Below,12.2,1.6,,,
Vitamin D,Canada excluding territories,Males and females combined,9 to 18 years,3848,EAR,Below,92.4,1,,10,mcg/d
Vitamin D,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,EAR,Below,94.5,1.4,,10,mcg/d
Vitamin D,Prince Edward Island,Males and females combined,9 to 18 years,279,EAR,Below,89.9,1.8,,10,mcg/d
Vitamin D,Nova Scotia,Males and females combined,9 to 18 years,297,EAR,Below,91.4,1.7,,10,mcg/d
Vitamin D,New Brunswick,Males and females combined,9 to 18 years,279,EAR,Below,89.7,1.9,,10,mcg/d
Vitamin D,Quebec,Males and females combined,9 to 18 years,534,EAR,Below,90.8,1.4,,10,mcg/d
Vitamin D,Ontario,Males and females combined,9 to 18 years,719,EAR,Below,92.8,1.1,,10,mcg/d
Vitamin D,Manitoba,Males and females combined,9 to 18 years,272,EAR,Below,92.4,1.4,,10,mcg/d
Vitamin D,Saskatchewan,Males and females combined,9 to 18 years,292,EAR,Below,91.5,1.5,,10,mcg/d
Vitamin D,Alberta,Males and females combined,9 to 18 years,410,EAR,Below,94.6,1.5,,10,mcg/d
Vitamin D,British Columbia,Males and females combined,9 to 18 years,493,EAR,Below,92.8,1.2,,10,mcg/d
Zinc,Canada excluding territories,Males and females combined,9 to 18 years,3848,EAR,Below,16.1,1.5,,,
Zinc,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,EAR,Below,23.6,2.8,,,
Zinc,Prince Edward Island,Males and females combined,9 to 18 years,279,EAR,Below,20.3,2.6,,,
Zinc,Nova Scotia,Males and females combined,9 to 18 years,297,EAR,Below,24.5,3.6,,,
Zinc,New Brunswick,Males and females combined,9 to 18 years,279,EAR,Below,21.6,2.7,,,
Zinc,Quebec,Males and females combined,9 to 18 years,534,EAR,Below,12.2,1.8,,,
Zinc,Ontario,Males and females combined,9 to 18 years,719,EAR,Below,16.7,1.9,,,
Zinc,Manitoba,Males and females combined,9 to 18 years,272,EAR,Below,18.5,2.6,,,
Zinc,Saskatchewan,Males and females combined,9 to 18 years,292,EAR,Below,13.4,2.3,E,,
Zinc,Alberta,Males and females combined,9 to 18 years,410,EAR,Below,18.7,2.5,,,
Zinc,British Columbia,Males and females combined,9 to 18 years,493,EAR,Below,15,2,,,
Iron,Canada excluding territories,Males and females combined,9 to 18 years,3848,,Inadequate,5.9,0.5,,,
Iron,Newfoundland and Labrador,Males and females combined,9 to 18 years,273,,Inadequate,8.8,1.1,,,
Iron,Prince Edward Island,Males and females combined,9 to 18 years,279,,Inadequate,8.2,1.1,,,
Iron,Nova Scotia,Males and females combined,9 to 18 years,297,,Inadequate,10.5,1.5,,,
Iron,New Brunswick,Males and females combined,9 to 18 years,279,,Inadequate,6.1,1,E,,
Iron,Quebec,Males and females combined,9 to 18 years,534,,Inadequate,5.7,0.7,,,
Iron,Ontario,Males and females combined,9 to 18 years,719,,Inadequate,5.3,0.6,,,
Iron,Manitoba,Males and females combined,9 to 18 years,272,,Inadequate,6.2,0.8,,,
Iron,Saskatchewan,Males and females combined,9 to 18 years,292,,Inadequate,6.8,0.9,,,
Iron,Alberta,Males and females combined,9 to 18 years,410,,Inadequate,6.7,1,,,
Iron,British Columbia,Males and females combined,9 to 18 years,493,,Inadequate,5.9,0.7,,,
